year2,state,fage4,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,d_flag,firmdeath_firms,firmdeath_estabs,firmdeath_emp
2008,11,h) 11 to 15,1737,1838,29600,29422,70,3.7,128,6.8,3806,930,2876,3.2,12.9,3449,1110,2339,3.8,11.7,357,1.2,23.4,0,93,94,843
2008,11,i) 16 to 20,1411,1568,34179,34106,42,2.6,99,6.2,3987,625,3362,1.8,11.7,3841,640,3201,1.9,11.3,146,0.4,22.6,0,59,59,379
2008,11,j) 21 to 25,1285,1501,28535,28538,55,3.6,106,6.9,3400,680,2720,2.4,11.9,3406,725,2681,2.5,11.9,-6,0,23.8,0,55,55,267
2008,11,k) 26+,1327,1746,68294,68361,79,4.5,116,6.6,5219,1527,3692,2.2,7.6,5353,1236,4117,1.8,7.8,-134,-0.2,15.2,0,37,37,338
2008,11,l) Left Censored,2950,5882,227874,227286,527,9.1,345,6,25513,7329,18184,3.2,11.2,24337,7497,16840,3.3,10.7,1176,0.5,21.4,0,59,59,833
2008,12,a) 0,40489,40771,204403,104283,39520,193.9,0,0,200240,200240,0,192,192,0,0,0,0,0,200240,192,0,0,,,
2008,12,b) 1,31435,31860,212313,228285,95,0.2,12948,33.1,52174,,,,22.9,84117,46942,37175,20.6,36.8,-31943,-13.9,45.8,1,10641,10641,41054
2008,12,c) 2,28324,28928,200020,220198,1089,3.3,8337,25.5,33128,4856,28272,2.2,15,73484,35729,37755,16.2,33.4,-40356,-18.4,30,0,6797,6797,31466
2008,12,d) 3,25091,25820,186997,200362,954,3.3,6286,22,33618,10053,23565,5,16.8,60348,25523,34825,12.7,30.1,-26730,-13.3,33.6,0,5130,5130,22179
2008,12,e) 4,23558,24069,164597,176346,812,3.1,4916,18.8,25187,4297,20890,2.4,14.3,48684,24435,24249,13.9,27.6,-23497,-13.3,28.6,0,3965,3965,21601
2008,12,f) 5,18200,18895,174748,182074,664,3.3,3235,16,28043,,,,15.4,42694,15247,27447,8.4,23.4,-14651,-8,30.8,1,2552,2552,13087
2008,12,g) 6 to 10,63059,66862,706369,739122,2289,3.3,8769,12.5,92247,19948,72299,2.7,12.5,157752,59874,97878,8.1,21.3,-65505,-8.8,25,0,6677,6722,45794
2008,12,h) 11 to 15,40626,43560,502756,519133,1499,3.3,4432,9.8,62735,17462,45273,3.4,12.1,95488,29853,65635,5.8,18.4,-32753,-6.3,24.2,0,3233,3265,20197
2008,12,i) 16 to 20,29157,34514,572900,585574,1277,3.6,2826,8,77338,16892,60446,2.9,13.2,102686,36949,65737,6.3,17.5,-25348,-4.3,26.4,0,1917,1923,18217
2008,12,j) 21 to 25,21069,27701,580816,586724,1097,3.9,1840,6.5,67338,20371,46967,3.5,11.5,79153,15165,63988,2.6,13.5,-11815,-2,23,0,1161,1161,7843
2008,12,k) 26+,15994,26061,618926,624281,1312,5,1563,6,81969,24503,57466,3.9,13.1,92678,18835,73843,3,14.8,-10709,-1.7,26.2,0,837,840,8618
2008,12,l) Left Censored,19382,75801,2830607,2830273,5147,6.8,4133,5.5,327043,102092,224951,3.6,11.6,326376,63649,262727,2.2,11.5,667,0.1,23,0,729,741,8304
2008,13,a) 0,16570,16714,98590,49941,16245,194.4,0,0,97298,97298,0,194.8,194.8,0,0,0,0,0,97298,194.8,0,0,,,
2008,13,b) 1,13066,13230,87917,94783,42,0.3,4510,28.7,20799,890,19909,0.9,21.9,34530,18943,15587,20,36.4,-13731,-14.5,43.8,0,3704,3704,16881
2008,13,c) 2,11415,11737,92851,97906,438,3.4,2645,20.6,16740,1741,14999,1.8,17.1,26850,13414,13436,13.7,27.4,-10110,-10.3,34.2,0,2116,2116,11919
2008,13,d) 3,9850,10198,86983,92031,320,2.9,1985,18,15441,1880,13561,2,16.8,25537,13873,11664,15.1,27.7,-10096,-10.9,33.6,0,1656,1656,12912
2008,13,e) 4,8400,8589,76383,80693,237,2.6,1513,16.4,10678,1334,9344,1.7,13.2,19297,9228,10069,11.4,23.9,-8619,-10.7,26.4,0,1220,1220,8159
2008,13,f) 5,7378,7738,72052,74627,258,3.2,1126,13.8,11642,3010,8632,4,15.6,16792,6661,10131,8.9,22.5,-5150,-6.9,31.2,0,930,930,5911
2008,13,g) 6 to 10,28766,30942,369634,379939,1087,3.4,3625,11.2,51466,10445,41021,2.7,13.5,72075,26916,45159,7.1,19,-20609,-5.5,27,0,2756,2758,18639
2008,13,h) 11 to 15,18638,20225,259349,265673,694,3.3,1931,9.3,34974,10621,24353,4,13.2,47621,15038,32583,5.7,17.9,-12647,-4.7,26.4,0,1387,1394,9796
2008,13,i) 16 to 20,12116,14733,260909,261631,485,3.2,1132,7.5,36969,7693,29276,2.9,14.1,38413,10714,27699,4.1,14.7,-1444,-0.6,28.2,0,776,778,5963
2008,13,j) 21 to 25,10328,13329,264854,264592,549,4.1,785,5.8,33132,9263,23869,3.5,12.5,32607,7437,25170,2.8,12.3,525,0.2,24.6,0,509,509,3483
2008,13,k) 26+,8090,13361,347594,358884,743,5.6,761,5.7,46969,12452,34517,3.5,13.1,69549,32795,36754,9.1,19.4,-22580,-6.3,26.2,0,382,382,3715
2008,13,l) Left Censored,12758,43089,1603360,1596442,3035,7.1,2225,5.2,197236,73150,124086,4.6,12.4,183400,42170,141230,2.6,11.5,13836,0.9,23,0,391,391,4961
2008,15,a) 0,1770,1784,9671,4894,1737,194.7,0,0,9555,9555,0,195.2,195.2,0,0,0,0,0,9555,195.2,0,0,,,
2008,15,b) 1,1538,1545,11143,11499,6,0.3,419,23.5,2847,49,2798,0.4,24.8,3558,2006,1552,17.4,30.9,-711,-6.1,49.6,0,330,330,1724
2008,15,c) 2,1367,1443,12651,13297,47,3,269,17.3,1956,279,1677,2.1,14.7,3248,1756,1492,13.2,24.4,-1292,-9.7,29.4,0,212,212,1220
2008,15,d) 3,1181,1196,11481,12005,24,1.9,206,16,1579,62,1517,0.5,13.2,2627,1358,1269,11.3,21.9,-1048,-8.7,26.4,0,177,177,1265
2008,15,e) 4,1063,1105,9906,9986,32,2.7,166,14.1,1626,117,1509,1.2,16.3,1786,811,975,8.1,17.9,-160,-1.6,32.6,0,130,130,694
2008,15,f) 5,994,1127,11615,12040,55,4.7,143,12.2,1314,204,1110,1.7,10.9,2163,608,1555,5,18,-849,-7.1,21.8,0,108,108,476
2008,15,g) 6 to 10,3861,4114,44150,45195,118,2.8,424,9.9,5765,915,4850,2,12.8,7855,2627,5228,5.8,17.4,-2090,-4.6,25.6,0,335,335,1981
2008,15,h) 11 to 15,2640,2779,35382,36263,61,2.1,252,8.8,3305,399,2906,1.1,9.1,5067,1798,3269,5,14,-1762,-4.9,18.2,0,181,181,1455
2008,15,i) 16 to 20,2279,2681,36153,36646,84,3.1,176,6.4,3856,1093,2763,3,10.5,4842,1089,3753,3,13.2,-986,-2.7,21,0,129,129,695
2008,15,j) 21 to 25,1875,2345,46755,46816,88,3.7,149,6.3,4713,1268,3445,2.7,10.1,4834,991,3843,2.1,10.3,-121,-0.2,20.2,0,99,99,527
2008,15,k) 26+,2075,2947,55286,56601,88,3,128,4.3,4878,855,4023,1.5,8.6,7508,1355,6153,2.4,13.3,-2630,-4.7,17.2,0,73,73,561
2008,15,l) Left Censored,3074,7062,230338,228597,349,5,270,3.8,23710,7427,16283,3.2,10.4,20228,2903,17325,1.3,8.8,3482,1.6,17.6,0,73,75,934
2008,16,a) 0,3521,3536,16067,8239,3436,194.3,0,0,15656,15656,0,190,190,0,0,0,0,0,15656,190,0,0,,,
2008,16,b) 1,3025,3044,17051,18958,5,0.1,1186,32,3793,,,,20,7607,5131,2476,27.1,40.1,-3814,-20.1,40,1,910,910,4458
2008,16,c) 2,2848,2903,17601,19843,96,3,736,22.7,2913,301,2612,1.5,14.7,7397,4096,3301,20.6,37.3,-4484,-22.6,29.4,0,561,561,3569
2008,16,d) 3,2252,2293,16176,17080,83,3.4,425,17.2,2264,269,1995,1.6,13.3,4072,1613,2459,9.4,23.8,-1808,-10.5,26.6,0,319,319,1294
2008,16,e) 4,1828,1882,14739,15384,69,3.5,271,13.6,1943,229,1714,1.5,12.6,3233,1049,2184,6.8,21,-1290,-8.4,25.2,0,204,204,790
2008,16,f) 5,1524,1614,12171,12502,65,3.8,226,13.3,1948,,,,15.6,2609,1003,1606,8,20.9,-661,-5.3,31.2,1,163,163,747
2008,16,g) 6 to 10,6007,6395,66254,68193,215,3.2,689,10.4,7908,1386,6522,2,11.6,11785,3420,8365,5,17.3,-3877,-5.7,23.2,0,481,481,2590
2008,16,h) 11 to 15,4027,4224,42204,43110,161,3.7,379,8.7,5783,1118,4665,2.6,13.4,7594,2392,5202,5.5,17.6,-1811,-4.2,26.8,0,263,263,1895
2008,16,i) 16 to 20,2418,2722,33611,34728,91,3.2,242,8.6,3876,582,3294,1.7,11.2,6109,1777,4332,5.1,17.6,-2233,-6.4,22.4,0,145,160,1140
2008,16,j) 21 to 25,1876,2411,46557,47614,95,3.9,152,6.2,5528,1720,3808,3.6,11.6,7642,1912,5730,4,16,-2114,-4.4,23.2,0,101,101,1373
2008,16,k) 26+,1740,2598,58025,58641,159,6.1,152,5.9,5726,1632,4094,2.8,9.8,6957,1117,5840,1.9,11.9,-1231,-2.1,19.6,0,97,97,485
2008,16,l) Left Censored,2879,7027,195033,194798,375,5.4,236,3.4,18547,5908,12639,3,9.5,18076,2860,15216,1.5,9.3,471,0.2,18.6,0,74,74,698
2008,17,a) 0,18997,19166,106795,54169,18606,194.2,0,0,105253,105253,0,194.3,194.3,0,0,0,0,0,105253,194.3,0,0,,,
2008,17,b) 1,14578,14706,102376,107811,49,0.3,4534,26.3,25338,456,24882,0.4,23.5,36207,20324,15883,18.9,33.6,-10869,-10.1,47,0,3319,3319,16918
2008,17,c) 2,13442,13882,112216,116191,551,3.7,2702,18,18474,2951,15523,2.5,15.9,26424,11693,14731,10.1,22.7,-7950,-6.8,31.8,0,1987,1987,9138
2008,17,d) 3,12024,12330,107626,111588,401,3.1,2035,15.5,14754,1639,13115,1.5,13.2,22677,9090,13587,8.1,20.3,-7923,-7.1,26.4,0,1603,1603,7954
2008,17,e) 4,10542,10769,89365,92573,350,3.1,1601,14,12819,1215,11604,1.3,13.8,19235,8326,10909,9,20.8,-6416,-7,27.6,0,1239,1239,6950
2008,17,f) 5,9382,10084,100425,103357,343,3.3,1225,11.6,14926,3053,11873,3,14.4,20789,7753,13036,7.5,20.1,-5863,-5.7,28.8,0,924,924,6739
2008,17,g) 6 to 10,37357,39789,462225,464010,1274,3.1,4349,10.5,72965,9365,63600,2,15.7,76534,24719,51815,5.3,16.5,-3569,-0.8,31.4,0,3138,3152,19006
2008,17,h) 11 to 15,28121,29758,387514,380027,883,2.9,2490,8.1,68707,31127,37580,8.2,18.1,53732,15431,38301,4.1,14.1,14975,4,28.2,0,1713,1713,10978
2008,17,i) 16 to 20,20965,24087,387146,386223,770,3.1,1849,7.5,51714,10067,41647,2.6,13.4,49867,15265,34602,4,12.9,1847,0.5,25.8,0,1159,1160,9023
2008,17,j) 21 to 25,17716,21925,448337,447621,678,3,1298,5.8,49382,8803,40579,2,11,47949,14526,33423,3.2,10.7,1433,0.3,21.4,0,832,834,8234
2008,17,k) 26+,15491,22572,551215,550105,775,3.4,1201,5.3,57838,10918,46920,2,10.5,55617,12796,42821,2.3,10.1,2221,0.4,20.2,0,723,724,5179
2008,17,l) Left Censored,27899,67585,2590385,2570376,3820,5.7,3164,4.7,292007,78122,213885,3,11.4,251988,52945,199043,2.1,9.8,40019,1.6,19.6,0,922,929,10284
2008,18,a) 0,8049,8132,51968,26190,7946,195.4,0,0,51557,51557,0,196.9,196.9,0,0,0,0,0,51557,196.9,0,0,,,
2008,18,b) 1,6409,6522,49304,52281,37,0.5,2023,26.5,11555,253,11302,0.5,22.1,17509,10544,6965,20.2,33.5,-5954,-11.4,44.2,0,1590,1590,9176
2008,18,c) 2,6072,6387,52990,55065,207,3,1220,17.7,8861,1118,7743,2,16.1,13010,5916,7094,10.7,23.6,-4149,-7.5,32.2,0,972,972,4889
2008,18,d) 3,5058,5209,44583,45988,160,2.9,849,15.3,6601,801,5800,1.7,14.4,9410,4343,5067,9.4,20.5,-2809,-6.1,28.8,0,705,705,3963
2008,18,e) 4,4456,4572,41182,42780,131,2.7,718,14.7,5736,967,4769,2.3,13.4,8932,4298,4634,10,20.9,-3196,-7.5,26.8,0,573,573,3627
2008,18,f) 5,4013,4230,40289,40771,158,3.6,553,12.5,6238,1073,5165,2.6,15.3,7202,3042,4160,7.5,17.7,-964,-2.4,30.6,0,456,456,2597
2008,18,g) 6 to 10,16951,18383,203844,209478,537,2.8,1894,9.9,26410,6242,20168,3,12.6,37678,13996,23682,6.7,18,-11268,-5.4,25.2,0,1452,1454,10760
2008,18,h) 11 to 15,12670,13526,155222,158202,400,2.9,1160,8.3,19368,3095,16273,2,12.2,25327,7529,17798,4.8,16,-5959,-3.8,24.4,0,851,851,5896
2008,18,i) 16 to 20,9801,11653,187474,189316,289,2.4,823,6.9,22350,2890,19460,1.5,11.8,26034,6678,19356,3.5,13.8,-3684,-2,23.6,0,546,546,4299
2008,18,j) 21 to 25,8762,11412,217676,220200,336,2.9,646,5.6,22757,3825,18932,1.7,10.3,27805,6868,20937,3.1,12.6,-5048,-2.3,20.6,0,479,480,3813
2008,18,k) 26+,7229,11338,261550,260793,525,4.6,621,5.5,35536,10222,25314,3.9,13.6,34021,11979,22042,4.6,13,1515,0.6,26,0,298,298,4576
2008,18,l) Left Censored,13988,35849,1304456,1314567,1575,4.4,1488,4.2,116739,27594,89145,2.1,8.9,136960,24644,112316,1.9,10.4,-20221,-1.5,17.8,0,449,449,6468
2008,19,a) 0,4152,4185,25252,12763,4073,194.6,0,0,24978,24978,0,195.7,195.7,0,0,0,0,0,24978,195.7,0,0,,,
2008,19,b) 1,3237,3252,24523,25072,5,0.1,889,23.7,6550,17,6533,0.1,26.1,7647,4308,3339,17.2,30.5,-1097,-4.4,52.2,0,661,661,3765
2008,19,c) 2,3199,3460,25710,26672,101,2.7,616,16.5,4040,521,3519,2,15.1,5964,2247,3717,8.4,22.4,-1924,-7.3,30.2,0,461,461,1875
2008,19,d) 3,2688,2735,21913,22956,74,2.5,467,15.9,3370,187,3183,0.8,14.7,5456,2790,2666,12.2,23.8,-2086,-9.1,29.4,0,357,357,2392
2008,19,e) 4,2365,2422,18901,19176,62,2.4,361,14,2941,239,2702,1.2,15.3,3490,1643,1847,8.6,18.2,-549,-2.9,30.6,0,293,293,1405
2008,19,f) 5,2107,2292,19282,20127,67,2.8,288,12,2417,299,2118,1.5,12,4107,1955,2152,9.7,20.4,-1690,-8.4,24,0,217,217,1734
2008,19,g) 6 to 10,8850,9530,100670,102177,258,2.6,865,8.8,12192,1674,10518,1.6,11.9,15206,3936,11270,3.9,14.9,-3014,-3,23.8,0,607,608,2936
2008,19,h) 11 to 15,6867,7326,75539,76888,218,2.9,605,8,9020,1184,7836,1.5,11.7,11718,3376,8342,4.4,15.2,-2698,-3.5,23.4,0,412,412,2414
2008,19,i) 16 to 20,5085,5653,73783,74186,134,2.3,394,6.8,8159,744,7415,1,11,8965,3094,5871,4.2,12.1,-806,-1.1,22,0,263,263,1557
2008,19,j) 21 to 25,4668,6212,121563,120980,172,2.7,308,4.9,11009,1809,9200,1.5,9.1,9842,1639,8203,1.4,8.1,1167,1,16.2,0,193,193,809
2008,19,k) 26+,4698,7362,123010,123641,173,2.3,342,4.6,11233,1540,9693,1.2,9.1,12495,3323,9172,2.7,10.1,-1262,-1,18.2,0,190,191,1424
2008,19,l) Left Censored,9455,19872,675206,669684,767,3.9,773,3.9,66821,13620,53201,2,10,55777,11507,44270,1.7,8.3,11044,1.7,16.6,0,291,292,2688
2008,20,a) 0,4146,4184,23032,11654,4078,194.9,0,0,22756,22756,0,195.3,195.3,0,0,0,0,0,22756,195.3,0,0,,,
2008,20,b) 1,3395,3434,22619,23562,11,0.3,929,23.5,5432,81,5351,0.3,23.1,7317,4559,2758,19.3,31.1,-1885,-8,46.2,0,725,725,3931
2008,20,c) 2,3157,3279,22905,23704,100,2.8,564,16.1,4303,259,4044,1.1,18.2,5900,2769,3131,11.7,24.9,-1597,-6.7,36.4,0,444,444,2413
2008,20,d) 3,2708,2783,24071,24681,86,2.9,457,15.3,4229,951,3278,3.9,17.1,5449,2717,2732,11,22.1,-1220,-5,34.2,0,382,384,2530
2008,20,e) 4,2432,2480,21753,21806,68,2.6,368,14,3917,311,3606,1.4,18,4022,1709,2313,7.8,18.4,-105,-0.4,36,0,304,304,1568
2008,20,f) 5,2186,2233,23774,24402,83,3.6,293,12.5,3117,748,2369,3.1,12.8,4372,1867,2505,7.7,17.9,-1255,-5.1,25.6,0,209,209,1553
2008,20,g) 6 to 10,9086,9700,109535,111962,286,2.8,967,9.6,12832,1723,11109,1.5,11.5,17685,5775,11910,5.2,15.8,-4853,-4.3,23,0,756,756,5061
2008,20,h) 11 to 15,6488,6915,83267,83313,216,3,588,8.3,11346,3223,8123,3.9,13.6,11437,3338,8099,4,13.7,-91,-0.1,27.2,0,402,402,2428
2008,20,i) 16 to 20,4746,5542,82219,81650,161,2.9,361,6.4,9880,1259,8621,1.5,12.1,8742,1893,6849,2.3,10.7,1138,1.4,21.4,0,264,264,1296
2008,20,j) 21 to 25,4303,5332,79470,79874,186,3.4,321,5.9,8085,1631,6454,2,10.1,8893,2762,6131,3.5,11.1,-808,-1,20.2,0,202,202,1522
2008,20,k) 26+,4152,6224,126243,125065,242,3.9,319,5.1,15829,2991,12838,2.4,12.7,13473,3021,10452,2.4,10.8,2356,1.9,21.6,0,168,168,769
2008,20,l) Left Censored,7741,17209,545930,541760,803,4.7,659,3.8,53722,11486,42236,2.1,9.9,45381,8821,36560,1.6,8.4,8341,1.5,16.8,0,223,225,2270
2008,21,a) 0,4903,5000,34550,17503,4896,195.8,0,0,34095,34095,0,194.8,194.8,0,0,0,0,0,34095,194.8,0,0,,,
2008,21,b) 1,4033,4086,29785,33078,17,0.4,1215,25.5,7150,213,6937,0.6,21.6,13735,6730,7005,20.3,41.5,-6585,-19.9,43.2,0,993,993,6163
2008,21,c) 2,3686,3844,30385,31933,109,2.6,720,17.3,5329,505,4824,1.6,16.7,8425,4354,4071,13.6,26.4,-3096,-9.7,33.4,0,593,593,4063
2008,21,d) 3,3320,3401,28762,29646,101,2.8,556,15.3,4736,429,4307,1.4,16,6504,2818,3686,9.5,21.9,-1768,-5.9,32,0,481,481,2518
2008,21,e) 4,2877,3003,26161,27131,82,2.6,406,12.8,4029,562,3467,2.1,14.9,5968,2421,3547,8.9,22,-1939,-7.1,29.8,0,340,340,2042
2008,21,f) 5,2500,2622,24205,25336,80,2.9,326,11.9,3150,500,2650,2,12.4,5411,2424,2987,9.6,21.4,-2261,-9,24.8,0,263,263,2164
2008,21,g) 6 to 10,10878,11739,126461,129252,290,2.4,1161,9.5,16612,2255,14357,1.7,12.9,22194,8338,13856,6.5,17.2,-5582,-4.3,25.8,0,865,877,6407
2008,21,h) 11 to 15,7920,8545,108324,109027,224,2.5,748,8.5,16107,2655,13452,2.4,14.8,17513,6680,10833,6.1,16.1,-1406,-1.3,29.6,0,563,563,4328
2008,21,i) 16 to 20,6056,7254,108510,109918,199,2.7,534,7.2,12762,2819,9943,2.6,11.6,15577,3645,11932,3.3,14.2,-2815,-2.6,23.2,0,366,368,2598
2008,21,j) 21 to 25,5534,6841,127680,127851,193,2.8,387,5.6,12384,2000,10384,1.6,9.7,12726,2643,10083,2.1,10,-342,-0.3,19.4,0,268,268,1819
2008,21,k) 26+,4370,7010,156813,156966,318,4.5,396,5.6,18298,4612,13686,2.9,11.7,18603,3529,15074,2.2,11.9,-305,-0.2,23.4,0,190,190,1361
2008,21,l) Left Censored,8313,21583,751687,744001,1031,4.8,865,4,88478,35123,53355,4.7,11.9,73105,15240,57865,2,9.8,15373,2.1,19.6,0,323,324,5751
2008,22,a) 0,6252,6373,41309,20991,6233,195.6,0,0,40636,40636,0,193.6,193.6,0,0,0,0,0,40636,193.6,0,0,,,
2008,22,b) 1,5218,5258,42503,43702,11,0.2,1484,24.4,10994,48,10946,0.1,25.2,13391,7142,6249,16.3,30.6,-2397,-5.4,50.4,0,1224,1224,6341
2008,22,c) 2,4249,4530,41778,43310,198,4.1,785,16.2,8871,2377,6494,5.5,20.5,11934,5496,6438,12.7,27.6,-3063,-7.1,41,0,645,645,4179
2008,22,d) 3,3684,3793,36570,38098,125,3.1,597,14.8,5903,646,5257,1.7,15.5,8958,3826,5132,10,23.5,-3055,-8,31,0,510,510,3292
2008,22,e) 4,3322,3434,35723,36126,98,2.7,456,12.7,6056,445,5611,1.2,16.8,6862,2762,4100,7.6,19,-806,-2.2,33.6,0,382,382,2541
2008,22,f) 5,3049,3299,35423,36021,110,3.2,361,10.5,5311,641,4670,1.8,14.7,6506,2531,3975,7,18.1,-1195,-3.4,29.4,0,290,290,1996
2008,22,g) 6 to 10,12431,13231,161983,165406,386,2.8,1115,8.2,22135,4173,17962,2.5,13.4,28980,11451,17529,6.9,17.5,-6845,-4.1,26.8,0,883,884,9378
2008,22,h) 11 to 15,9112,9648,128749,131041,267,2.7,729,7.4,14562,2404,12158,1.8,11.1,19146,4663,14483,3.6,14.6,-4584,-3.5,22.2,0,550,551,3471
2008,22,i) 16 to 20,6363,7586,115078,115975,230,3,458,5.9,13327,1763,11564,1.5,11.5,15120,3131,11989,2.7,13,-1793,-1.5,23,0,312,312,1965
2008,22,j) 21 to 25,6127,7703,146201,146897,239,3.1,399,5.1,16292,3292,13000,2.2,11.1,17683,5764,11919,3.9,12,-1391,-0.9,22.2,0,262,262,3327
2008,22,k) 26+,5869,8522,176887,175988,281,3.3,438,5.1,25364,4738,20626,2.7,14.4,23565,3587,19978,2,13.4,1799,1,26.8,0,256,256,1488
2008,22,l) Left Censored,8787,22273,677086,676221,1119,5.1,902,4.1,69780,17063,52717,2.5,10.3,68051,11130,56921,1.6,10.1,1729,0.2,20.2,0,290,291,2903
2008,23,a) 0,2350,2361,10002,5069,2280,193.1,0,0,9866,9866,0,194.6,194.6,0,0,0,0,0,9866,194.6,0,0,,,
2008,23,b) 1,1927,1936,10658,10904,3,0.1,631,27.5,2886,,,,26.5,3378,2269,1109,20.8,31,-492,-4.5,53,1,425,425,1784
2008,23,c) 2,1838,1926,11892,12658,66,3.1,395,18.8,2047,197,1850,1.6,16.2,3578,1996,1582,15.8,28.3,-1531,-12.1,32.4,0,294,294,1759
2008,23,d) 3,1520,1537,9160,9294,45,2.7,268,16.3,1499,199,1300,2.1,16.1,1766,859,907,9.2,19,-267,-2.9,32.2,0,210,210,723
2008,23,e) 4,1369,1401,9744,9815,40,2.7,222,14.8,1471,114,1357,1.2,15,1612,729,883,7.4,16.4,-141,-1.4,30,0,165,165,590
2008,23,f) 5,1100,1150,8166,8534,41,3.4,171,14,984,,,,11.5,1719,620,1099,7.3,20.1,-735,-8.6,23,1,132,132,516
2008,23,g) 6 to 10,5410,5731,49271,49957,197,3.3,573,9.7,5863,1167,4696,2.3,11.7,7234,2520,4714,5,14.5,-1371,-2.8,23.4,0,399,399,2081
2008,23,h) 11 to 15,3687,3853,34264,34984,131,3.3,368,9.3,3836,661,3175,1.9,11,5276,2253,3023,6.4,15.1,-1440,-4.1,22,0,252,252,1885
2008,23,i) 16 to 20,2794,3186,32806,33204,81,2.5,260,7.9,3629,339,3290,1,10.9,4424,1582,2842,4.8,13.3,-795,-2.4,21.8,0,164,164,1007
2008,23,j) 21 to 25,2446,3018,48697,48252,74,2.4,182,5.9,5211,529,4682,1.1,10.8,4321,1000,3321,2.1,9,890,1.8,18,0,122,122,551
2008,23,k) 26+,1959,2979,54477,54480,104,3.5,159,5.3,6144,1125,5019,2.1,11.3,6150,1267,4883,2.3,11.3,-6,0,22.6,0,79,79,488
2008,23,l) Left Censored,3418,7375,221959,220987,407,5.5,348,4.7,21268,6214,15054,2.8,9.6,19324,4379,14945,2,8.7,1944,0.9,17.4,0,120,121,1372
2008,24,a) 0,8049,8246,45618,23138,8012,194.3,0,0,44960,44960,0,194.3,194.3,0,0,0,0,0,44960,194.3,0,0,,,
2008,24,b) 1,6535,6602,46121,47553,14,0.2,2084,26.8,11986,176,11810,0.4,25.2,14850,8881,5969,18.7,31.2,-2864,-6,50.4,0,1665,1665,7658
2008,24,c) 2,6245,6475,49948,51823,242,3.4,1308,18.6,9883,1177,8706,2.3,19.1,13632,5907,7725,11.4,26.3,-3749,-7.2,38.2,0,1044,1044,5039
2008,24,d) 3,5671,5810,44511,45496,168,2.7,982,15.8,7287,751,6536,1.7,16,9256,4438,4818,9.8,20.3,-1969,-4.3,32,0,797,797,3690
2008,24,e) 4,4972,5102,41512,43244,171,3.2,753,13.9,6118,825,5293,1.9,14.1,9582,3652,5930,8.4,22.2,-3464,-8.1,28.2,0,609,609,3229
2008,24,f) 5,4292,4484,45573,47588,151,3.2,557,11.9,5921,820,5101,1.7,12.4,9950,4099,5851,8.6,20.9,-4029,-8.5,24.8,0,434,434,3541
2008,24,g) 6 to 10,17814,18917,211509,215583,553,2.8,1948,9.9,28364,3711,24653,1.7,13.2,36512,13849,22663,6.4,16.9,-8148,-3.7,26.4,0,1470,1470,11297
2008,24,h) 11 to 15,12346,13028,167195,168615,408,3,1145,8.5,20801,4528,16273,2.7,12.3,23641,6843,16798,4.1,14,-2840,-1.7,24.6,0,808,808,4948
2008,24,i) 16 to 20,9564,11038,190863,189894,323,2.9,808,7.1,23757,6424,17333,3.4,12.5,21819,5544,16275,2.9,11.5,1938,1,23,0,525,525,3191
2008,24,j) 21 to 25,7728,9424,174903,175514,259,2.7,543,5.7,21246,4857,16389,2.8,12.1,22467,5217,17250,3,12.8,-1221,-0.7,24.2,0,355,355,2919
2008,24,k) 26+,5972,8754,206134,205283,299,3.4,456,5.2,23289,5626,17663,2.7,11.3,21586,4856,16730,2.4,10.5,1703,0.8,21,0,213,218,1783
2008,24,l) Left Censored,10325,27099,992462,994275,1609,6,1433,5.3,109514,31404,78110,3.2,11,113139,33010,80129,3.3,11.4,-3625,-0.4,22,0,341,342,4340
2008,25,a) 0,9116,9182,50222,25457,8928,194.5,0,0,49530,49530,0,194.6,194.6,0,0,0,0,0,49530,194.6,0,0,,,
2008,25,b) 1,7373,7408,46468,48753,23,0.3,2195,25.5,11699,315,11384,0.6,24,16268,8668,7600,17.8,33.4,-4569,-9.4,48,0,1664,1664,7478
2008,25,c) 2,7355,7513,58723,60468,276,3.4,1372,17,8861,1179,7682,1.9,14.7,12351,4840,7511,8,20.4,-3490,-5.7,29.4,0,1021,1021,3932
2008,25,d) 3,6299,6399,53049,54637,248,3.7,1000,14.7,9078,929,8149,1.7,16.6,12253,5941,6312,10.9,22.4,-3175,-5.8,33.2,0,788,788,5373
2008,25,e) 4,5536,5685,52902,52587,205,3.4,830,13.8,9493,1646,7847,3.1,18.1,8862,3170,5692,6,16.9,631,1.2,33.8,0,657,657,2627
2008,25,f) 5,4946,5206,50343,50609,174,3.2,704,12.9,7404,647,6757,1.3,14.6,7935,2626,5309,5.2,15.7,-531,-1.1,29.2,0,557,557,2156
2008,25,g) 6 to 10,21167,22260,253873,253638,705,3.1,2278,9.9,37304,8422,28882,3.3,14.7,36834,12777,24057,5,14.5,470,0.2,29,0,1623,1623,9441
